employee_id,name,years_in_company,department,education_level,job_level,current_salary,previous_promotions,last_promotion_year,performance_score,manager_feedback,peer_feedback,kpi_score,training_hours_completed,certifications_count,innovation_score,attendance_rate,overtime_hours,internal_initiatives,team_collaboration_score,mentorship_score,disciplinary_actions,project_delivery_success_rate,client_feedback_score,skill_progression_score,cross_functional_exposure,workload_balance,learning_agility,department_budget_factor,vacant_positions_in_level,policy_override_flag,remote_work_eligibility,promotion_received,salary_increase_percent
E01484,Kelly Miles,19,Operations,Master,Senior,1355320,1,2010,3.13,3.13,3.78,1.0,57,2,0.26,0.92,135,0,0.75,0.56,0,0.92,4.94,0.71,0,0.81,0.81,1.06,1,True,False,1,19
E01348,Kelly Mclaughlin,7,Operations,Master,Senior,1596649,1,2021,3.98,4.28,2.76,1.0,20,1,0.67,0.91,1,2,0.97,0.51,0,1.0,3.8,0.9,0,0.86,0.67,1.16,2,False,True,1,10
E04537,John Zavala,11,IT,Bachelor,Mid,1034999,0,2022,3.59,5.0,3.37,1.0,20,1,0.65,0.9,18,1,0.81,0.84,0,0.85,3.86,0.54,1,0.62,0.82,0.96,3,True,True,1,10
E03871,Tom Perez,18,Finance,Bachelor,Mid,980832,2,2011,4.28,3.99,4.17,1.0,43,4,0.34,0.95,138,1,0.96,0.99,0,0.84,4.21,0.93,1,0.46,0.96,1.1,3,False,True,1,10
E04737,Peter Patel,11,IT,Master,Entry,510000,0,2019,3.38,3.1,3.48,0.95,25,2,0.36,0.93,25,3,0.71,0.79,0,0.93,4.56,0.72,4,0.84,0.79,1.14,3,True,False,1,12
E03659,Jason Smith,21,Operations,Bachelor,Entry,568455,0,2024,4.36,4.21,4.23,1.0,46,6,0.53,0.91,35,3,0.68,0.73,0,0.84,3.11,0.66,4,0.71,0.78,1.21,2,False,True,1,10
E04310,Michael Richmond,6,Finance,Bachelor,Entry,617141,0,2024,3.27,4.6,2.09,1.0,33,1,0.19,0.96,5,2,0.89,0.6,0,0.97,5.0,0.84,5,0.51,0.63,1.17,3,False,True,1,9
E00550,Pamela Diaz,0,IT,Bachelor,Mid,982851,0,2025,3.94,3.62,3.31,1.0,19,3,0.29,0.87,36,2,0.84,0.68,0,0.93,5.0,0.79,5,0.56,0.74,1.1,3,False,False,1,12
E01678,Steven Flores,24,IT,Bachelor,Entry,636025,2,2005,3.66,3.97,3.56,1.0,41,1,0.6,0.9,36,3,1.0,1.0,0,0.87,3.92,0.85,1,1.0,0.92,1.3,3,False,True,1,8
E04235,Miss Kimberly Holloway,13,Finance,Bachelor,Entry,607702,1,2012,3.18,3.06,3.56,1.0,52,2,0.28,0.86,43,0,0.81,0.64,0,0.88,4.27,0.81,4,0.64,0.76,1.22,1,True,False,1,10
E00776,Christopher Moore,14,IT,Master,Mid,765000,3,2022,3.38,3.99,2.59,0.98,64,3,0.36,0.94,1,1,1.0,0.74,0,1.0,4.92,0.94,5,0.86,0.47,1.19,3,False,False,1,16
E01375,William Moon IV,20,IT,Diploma,Entry,642935,2,2023,3.75,4.04,3.12,1.0,52,3,0.19,0.97,46,3,0.96,0.71,0,0.88,4.29,0.67,1,0.61,0.56,1.25,3,False,True,1,12
E03780,Philip Powell,24,IT,Bachelor,Manager,1772602,1,2015,3.73,3.77,4.1,0.97,39,0,0.47,0.97,7,1,0.76,1.0,0,0.85,5.0,0.61,5,0.94,0.99,1.15,2,False,True,1,17
E04979,Jamie Lee,21,HR,Bachelor,Entry,611909,1,2015,3.69,3.15,3.88,1.0,36,1,0.18,0.89,55,3,0.57,0.76,0,0.88,4.42,0.52,1,0.86,1.0,1.3,2,False,True,1,9
E00200,Nathan Freeman,11,IT,Master,Mid,947833,3,2023,2.99,3.77,4.45,1.0,42,1,0.6,0.92,35,0,1.0,0.91,0,0.79,4.95,0.56,2,0.72,0.74,1.3,2,False,False,1,13
E00552,Angel Gordon,2,Sales,Diploma,Mid,960142,0,2025,3.77,4.0,3.5,1.0,19,1,0.3,0.98,5,2,0.82,0.84,0,0.9,4.38,0.57,4,0.41,0.71,1.18,0,False,False,1,13
E04428,Catherine Holland,6,IT,Bachelor,Mid,982407,1,2023,3.38,3.48,3.95,1.0,19,4,0.46,0.94,62,3,0.94,0.63,0,0.99,4.18,0.85,0,0.6,0.66,1.23,2,False,True,1,9
E00848,Joseph Smith,24,HR,Master,Entry,613640,2,2021,3.25,3.43,2.54,1.0,45,2,0.33,0.91,27,2,0.64,0.99,0,1.0,4.74,0.87,5,0.95,0.73,1.06,3,True,False,1,10
E03202,Jeremy Edwards,5,Operations,Bachelor,Entry,510000,0,2022,4.29,4.16,3.98,0.87,22,2,0.19,0.9,5,3,0.89,0.65,0,1.0,3.86,0.65,5,0.84,0.87,1.11,0,False,True,1,8
E03194,Mandy Henderson,9,Legal,PhD,Mid,889274,0,2022,3.57,3.55,3.48,1.0,26,1,0.73,0.87,51,0,0.85,0.79,0,0.98,4.43,0.56,1,0.84,0.93,1.2,1,False,True,1,15
E00904,Matthew Sweeney,14,Operations,Master,Mid,850898,3,2014,3.32,3.66,3.47,1.0,49,3,0.13,1.0,40,1,0.81,0.49,0,0.83,4.99,0.74,1,0.48,0.87,1.3,1,False,False,1,15
E00715,Jennifer Jones,5,Operations,Bachelor,Mid,916739,1,2022,3.34,3.96,4.26,1.0,24,2,0.09,0.9,198,2,0.82,0.58,0,0.85,5.0,0.77,3,0.52,0.86,1.15,2,False,False,1,11
E02256,Brian Soto,13,IT,Master,Manager,1713687,3,2015,3.44,2.6,4.07,1.0,34,2,0.47,0.95,21,2,0.97,0.66,0,0.83,3.82,0.59,1,0.79,0.72,1.3,0,True,True,1,11
E01560,Harold Garrett,7,Sales,Bachelor,Entry,536788,2,2022,3.68,3.53,2.94,1.0,34,1,0.7,0.9,0,1,0.75,0.77,0,0.84,3.72,0.91,5,0.74,0.67,1.23,2,True,False,1,19
E02602,Jeffrey Scott,15,Sales,Master,Entry,631331,3,2018,3.78,3.45,3.75,1.0,29,3,0.43,0.95,8,2,0.95,0.95,0,1.0,4.59,0.82,0,0.54,1.0,1.1,3,False,True,1,19
E02920,Vincent Watson,22,Sales,Master,Entry,584459,1,2025,4.24,2.87,3.28,1.0,37,5,0.73,0.94,31,1,0.79,1.0,0,1.0,5.0,0.53,4,0.53,0.89,1.08,0,False,True,1,11
E03315,Melissa Santos,7,HR,PhD,Entry,510000,2,2020,4.01,3.29,1.92,1.0,29,3,0.63,0.88,21,3,0.68,0.59,0,0.91,4.26,0.81,2,0.35,0.93,1.15,0,True,False,1,10
E03416,Jill Reynolds,19,Sales,Bachelor,Leadership,3618966,3,2020,2.95,4.05,2.73,0.94,40,5,0.59,0.91,2,3,0.8,0.71,0,0.99,4.17,0.76,0,0.75,0.67,1.16,3,True,False,1,9
E04308,Tina Walter,3,IT,Bachelor,Senior,1371221,1,2025,3.59,3.95,4.3,0.92,35,0,0.82,0.91,19,3,0.73,0.44,0,0.88,4.1,0.8,1,0.84,0.66,1.28,2,False,False,1,8
E04130,Heidi Blankenship,21,Sales,Master,Manager,2097389,2,2012,3.56,3.87,2.99,1.0,37,5,0.42,0.92,9,0,0.98,0.76,0,1.0,4.09,0.62,2,0.35,0.82,1.23,0,False,True,1,13
E03482,Katherine Wright,1,IT,Master,Mid,1034999,0,2025,3.08,4.32,2.16,1.0,24,3,0.4,0.92,50,0,0.78,0.49,0,1.0,4.1,0.67,4,0.42,0.86,1.09,1,True,False,1,13
E04946,Sarah Wall,3,IT,PhD,Senior,1531636,1,2025,3.12,3.76,3.07,1.0,28,2,0.37,0.95,13,0,0.91,0.48,0,1.0,5.0,0.72,4,0.58,0.83,1.19,1,False,False,1,14
E04714,Randy Kennedy,2,Operations,Master,Entry,690000,0,2023,3.53,3.85,3.4,1.0,29,0,0.54,0.94,1,0,0.76,0.57,0,0.85,5.0,1.0,0,0.83,0.85,1.21,1,False,True,1,9
E03044,Lynn Mueller,22,Sales,Master,Entry,551975,0,2006,3.21,3.49,2.67,1.0,42,2,0.33,0.97,18,2,0.75,0.98,0,0.92,4.34,0.81,0,0.43,0.77,1.18,2,True,False,1,13
E00254,Barbara Dudley,15,Finance,Bachelor,Senior,1363303,2,2020,3.42,3.57,2.92,1.0,36,2,0.65,0.96,1,0,1.0,0.73,0,0.95,3.81,0.59,4,1.0,0.87,1.15,3,True,True,1,13
E04723,Kelli Collins,5,Legal,Master,Mid,1013589,0,2022,3.7,3.69,3.68,0.99,33,3,0.38,0.94,13,1,0.88,0.6,0,0.93,5.0,0.96,0,0.74,0.59,1.1,2,False,False,1,15
E02652,Laura Vincent,10,Sales,Bachelor,Mid,884873,3,2023,4.0,3.75,2.45,1.0,27,3,0.52,0.92,63,3,0.86,0.49,0,0.87,4.96,0.49,2,0.82,0.51,1.21,3,False,False,1,12
E01233,Brandon Brown,22,Finance,Bachelor,Senior,1259315,0,2005,3.98,3.49,3.94,1.0,44,2,0.45,0.91,2,0,0.61,0.84,0,1.0,4.64,0.68,0,0.61,0.81,1.02,0,False,True,1,10
E02240,Sarah Howell,11,Operations,Master,Mid,946558,3,2014,3.93,3.95,4.51,0.88,29,4,0.29,0.93,31,3,0.78,0.8,0,0.91,4.2,0.69,0,0.75,0.56,1.18,2,False,True,1,11
E04857,Darius Khan,1,Sales,Diploma,Senior,1450511,0,2024,3.71,2.31,4.13,1.0,12,0,0.42,0.95,25,2,0.88,0.53,0,1.0,4.32,0.55,3,0.84,0.79,1.28,2,False,False,1,11
E03152,Jonathan Graves,15,HR,Bachelor,Entry,690000,0,2017,4.16,3.97,3.09,1.0,49,3,0.25,0.96,47,3,0.62,1.0,0,0.98,3.62,0.8,0,1.0,0.92,1.17,0,False,True,1,12
E03765,Julie Martin,23,Operations,Diploma,Entry,523069,1,2008,4.07,4.33,4.03,1.0,36,4,0.29,0.95,23,2,0.85,0.78,0,0.85,3.15,0.74,1,0.41,0.87,1.24,3,False,False,1,19
E02267,Jimmy Phelps,7,Finance,Bachelor,Manager,2300000,0,2022,3.51,4.36,3.81,1.0,29,1,0.66,0.95,8,3,0.61,0.55,0,0.92,4.41,0.75,4,0.37,0.93,1.11,1,False,False,1,11
E01557,Judith House,11,Finance,Master,Mid,880835,1,2015,3.48,2.84,3.2,1.0,34,1,0.34,0.94,11,3,0.63,0.65,0,0.81,4.51,0.82,1,0.73,0.8,1.25,1,True,True,1,16
E04871,Brandi Brown,6,Finance,PhD,Entry,584018,0,2024,3.23,3.44,3.32,1.0,31,2,0.41,0.91,21,2,0.96,0.65,0,1.0,4.23,0.78,5,1.0,0.68,1.3,0,False,False,1,19
E01062,Shannon Green,17,IT,Bachelor,Mid,958742,2,2017,3.42,5.0,3.36,1.0,59,3,0.35,0.91,47,0,0.69,1.0,0,0.96,3.52,0.96,5,0.58,0.56,1.17,3,False,False,1,19
E03816,Jerry Gilmore,20,Sales,Bachelor,Entry,690000,3,2024,3.19,2.88,3.03,1.0,39,6,0.2,0.92,45,1,0.74,1.0,0,0.87,4.5,1.0,2,0.57,0.67,1.26,0,True,True,1,13
E02775,Kelly Walker,25,Operations,Bachelor,Entry,580974,1,2011,3.59,3.74,3.96,1.0,58,6,0.27,0.94,2,0,0.73,1.0,0,0.93,3.68,0.84,4,0.95,0.52,1.27,2,False,False,1,8
E04597,Richard Best,1,Finance,Bachelor,Entry,566176,0,2024,2.97,3.56,2.84,0.93,18,2,0.57,0.97,59,2,0.79,0.61,0,1.0,3.56,0.81,3,0.72,0.83,1.3,1,True,True,1,19
E01141,Patricia Ray,18,Sales,Master,Entry,690000,0,2025,3.31,3.1,3.94,1.0,54,1,0.25,0.9,28,2,0.99,0.88,0,0.74,4.7,0.75,0,0.91,0.8,1.21,2,True,False,1,12
E04987,Susan Figueroa,14,Finance,Bachelor,Entry,576360,2,2014,3.38,3.32,3.8,1.0,46,6,0.52,0.96,34,3,0.75,0.75,0,0.85,4.21,0.61,4,0.81,0.56,1.14,0,True,False,1,16
E04461,Sara Obrien,9,IT,Diploma,Senior,1298043,2,2021,3.48,3.64,3.76,1.0,13,1,0.39,0.94,49,2,1.0,0.73,0,1.0,4.25,0.62,0,0.43,0.88,1.17,2,False,True,1,11
E01310,Jennifer Hernandez,8,Finance,Diploma,Mid,1011055,2,2021,2.94,4.06,3.49,1.0,33,2,0.49,0.86,43,2,0.63,0.45,0,0.93,4.33,0.67,3,0.85,0.63,1.3,3,False,True,1,18
E03070,Garrett Robinson,10,Sales,Bachelor,Entry,612497,3,2017,4.03,3.68,4.13,1.0,52,3,0.57,0.96,19,0,0.9,0.53,0,0.78,3.82,0.8,0,0.56,0.86,1.3,1,False,False,1,15
E03970,Thomas Garcia,10,IT,Master,Entry,551421,1,2020,3.92,3.05,4.25,1.0,25,2,0.57,0.91,76,1,0.81,0.83,0,0.79,4.65,0.81,4,0.37,1.0,1.27,2,False,False,1,16
E03029,Caleb Ponce,2,IT,PhD,Leadership,3367803,0,2025,3.88,3.65,3.7,1.0,21,1,0.24,0.94,24,1,0.69,0.57,0,0.8,4.2,0.44,0,0.26,0.65,1.3,2,False,True,1,15
E00891,Jennifer Morris,4,Sales,Diploma,Manager,2182277,0,2024,3.53,3.86,3.39,0.99,31,2,0.53,0.99,30,1,0.9,0.63,0,0.89,4.13,0.78,5,0.76,0.61,1.3,2,False,True,1,8
E02214,Melissa Foster,13,Operations,Master,Manager,1700000,2,2021,4.05,3.35,2.94,1.0,35,0,0.45,0.96,15,1,0.9,0.56,0,0.83,4.64,0.73,0,0.79,0.82,1.29,3,False,False,1,18
E03798,Debbie Schmidt,16,Sales,Bachelor,Entry,690000,1,2010,2.91,3.32,1.86,1.0,48,6,0.24,0.95,1,3,0.6,0.94,0,0.93,4.71,0.59,3,0.57,0.58,1.27,3,True,False,1,16
E02345,John Russell,7,Legal,Master,Mid,954317,0,2018,4.21,4.59,4.62,1.0,39,2,0.35,0.96,7,1,0.93,0.83,0,0.79,4.33,0.55,2,0.5,1.0,0.99,0,False,False,1,11
E03470,Emily Morris,19,Sales,Diploma,Leadership,3348388,0,2006,3.56,3.74,2.69,1.0,37,4,0.62,0.97,3,0,1.0,0.76,0,0.83,5.0,0.91,2,0.77,0.63,1.3,2,False,True,1,11
E01736,Joanna Kelly,0,Operations,Bachelor,Senior,1392793,0,2025,3.37,3.93,3.42,1.0,27,0,0.68,0.94,2,1,0.67,0.75,0,0.98,4.97,0.62,5,0.7,0.68,1.09,2,False,False,1,12
E03712,Marie Patterson,19,IT,PhD,Mid,1024514,0,2024,2.72,3.23,1.9,0.99,46,1,0.32,0.92,6,0,0.69,0.89,0,1.0,4.95,0.99,2,0.97,0.9,1.22,2,True,False,1,14
E01379,William Wolfe,21,Sales,PhD,Leadership,3049017,2,2004,3.62,4.56,3.57,0.99,41,6,0.27,0.95,63,0,0.7,1.0,0,0.91,4.64,0.85,0,0.69,1.0,1.06,1,False,False,1,8
E04381,Susan Hutchinson,2,Finance,Master,Entry,690000,0,2025,3.87,3.64,3.9,1.0,33,1,0.6,0.94,31,3,0.95,0.67,0,1.0,3.67,0.86,5,1.0,0.81,1.16,1,False,True,1,10
E02527,Randall Nguyen,2,Sales,Bachelor,Mid,864252,0,2024,3.23,2.94,2.23,1.0,24,0,0.61,0.92,37,0,0.98,0.6,0,1.0,5.0,0.77,1,0.73,0.84,1.11,3,True,False,1,16
E03193,John Gomez,25,Sales,Diploma,Senior,1496808,1,2017,3.87,4.03,3.31,1.0,53,2,0.58,0.93,2,0,0.82,0.89,0,0.87,5.0,0.78,2,0.57,0.76,1.09,2,False,True,1,10
E03371,Randall Cox,9,Legal,Bachelor,Senior,1220575,2,2024,4.0,3.54,3.28,1.0,35,1,0.37,0.91,22,0,0.59,0.69,0,1.0,4.27,0.73,1,0.56,0.74,1.12,3,False,True,1,14
E04199,Valerie Ford,6,Sales,Master,Entry,584710,1,2024,3.56,4.12,3.03,1.0,11,2,0.41,0.89,30,1,0.64,0.42,0,1.0,3.44,0.47,3,0.72,0.55,1.27,3,False,False,1,14
E04315,Jacob Hoover,4,Operations,Bachelor,Senior,1346635,1,2023,3.75,3.48,3.42,1.0,22,4,0.4,0.97,14,0,0.92,0.7,0,0.91,4.3,0.77,3,0.71,0.81,1.25,2,False,False,1,17
E01483,Kenneth Huff,20,Legal,PhD,Mid,883352,3,2013,3.03,2.88,3.01,1.0,37,4,0.34,0.94,56,3,0.8,1.0,0,0.96,5.0,0.69,2,0.6,0.71,1.12,0,True,False,1,14
E01165,Mitchell Griffith,20,IT,PhD,Mid,930277,2,2018,4.24,4.33,2.85,0.93,41,3,0.41,0.97,3,1,0.83,1.0,0,0.93,4.84,0.97,2,0.64,0.94,1.05,3,False,True,1,8
E03509,John Moore,11,Sales,Bachelor,Mid,837318,1,2023,2.83,2.32,4.05,1.0,48,2,0.49,0.95,1,3,0.67,0.82,0,0.86,4.66,0.65,4,1.0,0.65,1.29,1,True,False,1,15
E04236,Tina Harper,1,IT,Master,Manager,1911070,0,2025,3.47,4.12,2.89,1.0,34,1,0.19,0.93,43,2,1.0,0.55,0,0.89,3.91,0.86,5,0.47,0.86,1.09,3,True,True,1,17
E01463,Yolanda Garrett,14,IT,Bachelor,Senior,1426294,0,2022,3.36,3.93,3.46,1.0,46,2,0.5,0.96,6,1,1.0,0.7,0,0.86,5.0,0.55,5,0.6,0.66,1.2,0,False,True,1,13
E02501,Juan Johnson,1,Sales,Master,Entry,548740,0,2025,3.64,3.16,2.65,1.0,31,1,0.67,1.0,0,1,0.56,0.66,0,1.0,5.0,0.76,0,0.89,0.81,1.2,3,False,False,1,17
E02511,Laurie Shaw,0,HR,Master,Leadership,3732434,0,2025,3.95,3.54,3.27,0.86,15,2,0.37,0.9,5,3,0.81,0.47,0,1.0,4.46,0.56,3,0.45,0.67,1.24,1,False,False,1,18
E04026,Teresa Aguirre,25,Operations,Bachelor,Senior,1306857,2,2017,3.42,3.99,2.84,1.0,51,3,0.15,0.98,59,2,0.85,1.0,0,0.96,5.0,0.78,2,0.65,0.82,1.14,2,False,False,1,15
E04228,Loretta Miller,12,Finance,PhD,Mid,806589,2,2025,3.99,4.02,3.52,1.0,47,2,0.56,0.94,21,0,0.91,0.99,0,0.88,3.29,0.94,5,0.66,0.79,1.29,2,False,False,1,16
E04032,Jacob Allen,16,IT,Master,Senior,1190000,1,2023,3.79,3.32,2.71,1.0,38,4,0.53,1.0,40,0,0.88,0.73,0,1.0,4.86,0.7,4,0.64,0.79,1.16,0,False,False,1,10
E03459,Daniel Quinn,25,Finance,Bachelor,Entry,574313,0,2009,3.0,2.36,2.22,0.94,53,4,0.59,0.94,2,0,0.87,1.0,0,1.0,5.0,0.7,0,0.63,0.57,1.3,0,True,False,1,16
E04468,Robert Price,11,Operations,Bachelor,Leadership,3423638,1,2020,3.66,3.08,3.71,1.0,30,1,0.7,0.93,60,3,0.93,0.57,0,1.0,4.74,0.63,2,0.81,0.94,1.14,1,False,True,1,10
E04091,Carolyn Cantu,18,Operations,Diploma,Entry,614508,0,2023,3.43,3.73,3.5,1.0,53,2,0.4,0.9,65,2,1.0,0.89,0,0.92,5.0,0.44,3,0.61,0.75,1.15,2,False,False,1,11
E03928,Brian Bright,22,IT,Bachelor,Mid,870122,2,2021,3.25,3.42,4.12,1.0,53,2,0.63,0.93,32,2,0.68,0.78,0,0.86,5.0,0.86,0,0.9,0.85,1.23,0,False,False,1,9
E02787,Henry Garcia,18,IT,Diploma,Senior,1215789,2,2024,3.81,4.06,3.07,0.99,28,4,0.23,0.95,34,2,0.78,1.0,0,0.79,4.98,0.76,4,0.73,0.95,1.21,2,False,False,1,9
E01445,Mrs. Raven Rivera DVM,12,Operations,Bachelor,Senior,1389949,0,2013,3.5,3.65,3.67,1.0,39,1,0.47,0.94,4,3,0.95,0.68,0,0.95,5.0,0.77,0,0.6,0.92,1.1,3,False,False,1,16
E03812,Phyllis Schmidt,4,HR,PhD,Mid,953165,1,2021,3.36,2.73,3.67,1.0,29,1,0.72,0.94,63,1,0.84,0.41,0,1.0,4.97,0.61,1,0.77,0.59,1.22,2,False,False,1,9
E02882,Jill Martin,6,Operations,Master,Mid,765000,2,2020,3.27,3.26,3.0,1.0,33,1,0.61,0.89,10,3,0.62,0.65,0,1.0,5.0,0.82,1,0.8,0.91,1.22,1,False,False,1,11
E03810,Katherine Andrews,9,Finance,Master,Mid,811148,2,2016,3.23,4.63,3.91,0.98,27,0,0.38,0.93,0,2,0.81,0.8,0,0.82,5.0,1.0,1,0.44,0.74,1.13,1,False,True,1,16
E00181,Alexander Collins,23,Sales,Bachelor,Mid,1019047,0,2006,2.88,4.09,3.14,1.0,38,3,0.22,0.99,2,1,0.58,0.97,0,0.85,4.25,0.75,2,0.66,0.83,1.17,0,True,False,1,14
E02817,Crystal Rogers,10,IT,Master,Leadership,2975000,3,2022,3.49,3.25,3.41,0.98,21,2,0.42,0.88,42,3,0.83,0.78,0,0.96,4.63,0.71,2,0.72,0.65,1.25,2,False,True,1,8
E03313,Patrick Clark,24,IT,Master,Senior,1456303,1,2005,3.39,3.67,2.32,1.0,37,5,0.27,0.95,16,3,0.85,1.0,0,0.77,4.93,0.69,4,0.74,0.65,1.19,3,True,False,1,10
E00665,Renee Melendez,10,IT,Master,Mid,873567,1,2018,3.9,3.78,3.63,1.0,37,1,0.6,0.91,12,3,0.63,0.76,0,0.99,5.0,0.68,2,1.0,0.55,0.96,3,False,True,1,17
E04250,Jennifer Nguyen,25,HR,PhD,Leadership,3377832,1,2013,3.09,3.31,2.56,1.0,49,5,0.51,0.94,16,1,0.78,0.74,0,0.99,4.46,0.76,4,0.5,0.69,1.13,2,True,False,1,17
E02385,Austin Green,1,Operations,Bachelor,Manager,2026123,0,2024,3.3,2.71,3.23,1.0,29,0,0.38,0.94,75,0,0.94,0.43,0,1.0,5.0,0.68,1,0.68,0.85,1.27,0,False,True,1,10
E03134,Eric Kane,19,Sales,Bachelor,Mid,964130,2,2006,3.47,3.21,3.17,1.0,53,4,0.34,0.97,11,2,0.8,0.78,0,0.97,4.31,0.83,1,0.18,0.71,1.3,3,False,True,1,11
E02247,Arthur Jordan,17,Finance,Bachelor,Entry,555697,3,2021,3.43,2.61,3.41,1.0,61,5,0.3,0.92,20,1,0.95,1.0,0,0.75,5.0,0.89,1,1.0,0.71,1.24,1,True,False,1,10
E04743,Brent Scott,22,Sales,Master,Senior,1261015,2,2023,3.44,3.98,3.46,0.97,49,1,0.31,0.92,52,3,0.99,0.9,0,0.93,4.85,1.0,1,0.75,0.82,1.15,3,False,False,1,8
E00660,Lori Simmons,17,IT,Bachelor,Mid,838881,3,2009,3.67,4.06,3.29,0.93,41,1,0.54,0.93,5,1,0.54,0.85,0,0.86,4.91,0.75,5,0.8,0.9,1.21,3,False,True,1,19
E03963,Nicole Chung,9,Finance,Bachelor,Mid,894743,1,2019,3.67,3.16,4.06,1.0,40,1,0.2,0.93,12,1,0.81,0.65,0,0.94,4.83,0.68,5,1.0,0.93,1.13,3,False,False,1,19
E01467,Corey Norris,8,Operations,PhD,Mid,786083,2,2017,3.46,3.42,3.23,1.0,29,3,0.39,0.93,57,3,0.6,0.72,0,0.83,5.0,0.74,2,0.72,0.65,1.05,3,True,True,1,16
E01288,Matthew Houston,22,Operations,Bachelor,Entry,583951,3,2025,4.0,3.15,3.8,0.94,23,4,0.35,0.88,26,2,1.0,1.0,0,1.0,4.37,0.96,4,1.0,0.84,1.16,1,False,False,1,19
E03772,Christopher Miranda,7,Sales,Master,Mid,797436,1,2020,3.89,3.96,3.8,1.0,17,3,0.28,0.91,9,3,0.73,0.57,0,0.81,4.64,0.52,0,0.81,0.92,1.15,1,False,True,1,11
E03133,Chelsea Ramirez,11,HR,Master,Entry,562677,2,2015,3.68,3.39,2.63,0.99,30,1,0.4,0.88,15,2,0.92,0.65,0,0.77,5.0,0.94,3,0.75,0.77,1.14,0,True,False,1,11
E01465,Beth Hall,10,Legal,Master,Entry,600809,0,2017,3.28,3.79,3.23,0.96,34,0,0.58,0.97,2,2,0.88,0.73,0,0.97,5.0,0.44,0,0.49,0.76,1.18,0,False,True,1,11
E04505,James Brooks,18,Finance,Bachelor,Mid,929103,1,2016,3.74,3.57,2.97,1.0,36,3,0.71,0.92,3,2,0.87,1.0,0,1.0,3.91,0.74,3,0.93,0.72,1.24,2,False,False,1,16
E00441,Jeremy Mitchell,8,Finance,Master,Leadership,3966355,1,2019,4.06,3.77,2.41,1.0,47,0,0.36,0.93,21,3,0.74,0.63,0,1.0,3.92,1.0,5,0.49,0.78,1.2,3,False,False,1,12
E04066,Katherine Greene,25,IT,Master,Mid,865087,2,2024,3.79,3.59,3.59,1.0,66,3,0.24,0.87,7,2,0.8,0.98,0,0.99,3.54,0.76,4,0.6,0.81,1.23,3,False,False,1,11
E04271,Steven Martin,11,Finance,Bachelor,Entry,622856,1,2021,4.29,3.84,3.53,1.0,34,3,0.48,0.91,10,0,0.91,0.91,0,0.78,4.86,0.44,1,0.68,0.68,1.11,0,False,True,1,8
E03342,Destiny Bishop,13,IT,PhD,Entry,514165,1,2015,3.32,2.56,2.35,1.0,43,5,0.39,0.96,30,1,0.78,1.0,0,0.93,4.42,0.69,2,0.75,1.0,1.28,2,True,True,1,11
E02984,Patricia Gonzalez,14,Finance,Bachelor,Entry,510000,1,2024,3.77,3.93,3.1,1.0,41,4,0.54,0.94,32,0,0.81,0.8,0,0.76,4.75,0.71,3,0.93,0.65,1.03,1,True,False,1,18
E04342,Robert Johnson,22,Legal,Bachelor,Entry,597050,2,2025,3.34,1.9,3.74,1.0,53,1,0.36,0.97,42,0,0.91,0.91,0,0.92,4.66,0.94,5,0.79,1.0,1.21,0,True,False,1,16
E01813,Lydia Howard,21,Operations,Bachelor,Entry,517066,1,2004,3.2,3.44,3.0,0.93,42,3,0.27,0.89,28,2,0.96,0.69,0,0.86,5.0,0.78,1,1.0,0.88,1.16,0,True,True,1,18
E03234,Matthew Barry,20,Finance,PhD,Manager,1808235,1,2012,3.04,4.44,2.04,1.0,51,2,0.52,0.99,7,2,0.64,0.91,0,0.97,4.92,0.71,0,0.43,0.95,1.22,1,False,False,1,8
E00803,Reginald Morrow,12,Operations,Bachelor,Senior,1235790,0,2015,3.53,3.45,3.02,1.0,28,4,0.58,0.9,17,3,0.91,1.0,0,1.0,5.0,0.68,5,0.65,0.97,1.13,0,False,True,1,10
E04555,Erik Small,3,IT,Diploma,Mid,879182,0,2022,3.54,3.22,2.89,1.0,7,0,0.35,0.95,4,1,0.6,0.45,0,0.89,4.9,1.0,5,0.62,0.86,1.3,2,False,False,1,16
E01029,Patrick Mccall,3,Legal,Bachelor,Mid,937478,1,2024,3.33,3.2,4.23,1.0,22,1,0.57,0.93,8,3,0.69,0.58,0,0.99,4.3,0.62,1,0.71,0.81,1.2,2,False,False,1,16
E04766,Christopher Jones,5,Sales,Diploma,Manager,2116103,1,2022,3.71,3.64,3.41,1.0,35,2,0.52,0.92,23,2,1.0,0.63,0,0.8,4.5,0.86,5,0.46,0.99,1.3,1,False,True,1,16
E00164,Jeffrey Johnson,21,IT,PhD,Mid,970980,2,2016,3.6,2.56,3.1,1.0,48,2,0.29,0.96,0,1,0.77,0.94,0,0.97,5.0,0.46,3,0.72,1.0,1.27,0,False,False,1,9
E03094,Jennifer Avila,17,Operations,Bachelor,Entry,680324,1,2008,3.28,3.72,3.29,1.0,31,3,0.35,0.96,25,2,0.84,0.87,0,0.86,5.0,0.79,3,0.55,0.76,1.25,0,False,False,1,18
E00761,Mary Kelly,23,IT,Bachelor,Senior,1190000,2,2009,3.26,2.23,3.23,1.0,60,0,0.6,0.92,21,2,0.74,0.92,0,0.92,4.49,1.0,4,0.33,0.95,1.25,1,True,True,1,14
